8362.6 & 2.417471693 & 1.92146426288 & -0.103321953291 & -1.83728983512\\ 
8427.8 & 2.490800952 & 1.9850345363 & -0.042152975799 & -1.83867890684\\ 
8501.4 & 2.562887381 & 2.05514167923 & 0.0158741189438 & -1.8315600926\\ 
8583.0 & 2.633367445 & 2.13102253214 & 0.0705162207241 & -1.81637690433\\ 
8674.6 & 2.70182693 & 2.21394278998 & 0.120881025399 & -1.79125189095\\ 
8780.0 & 2.767971721 & 2.3064222513 & 0.165737082271 & -1.75297062573\\ 
8900.5 & 2.831357785 & 2.40845211933 & 0.204204933074 & -1.70091130819\\ 
9038.7 & 2.891760401 & 2.52068091114 & 0.235176211394 & -1.63386317903\\ 
9198.7 & 2.948852906 & 2.64417934077 & 0.256778935613 & -1.54993193302\\ 
9385.5 & 3.002597981 & 2.77947624837 & 0.266671044123 & -1.44796459708\\ 
9605.1 & 3.053078443 & 2.92588929058 & 0.261356227927 & -1.32807625224\\ 
9858.3 & 3.101059355 & 3.07733966532 & 0.238169667073 & -1.19710007056\\ 
10153.7 & 3.147367108 & 3.22959195944 & 0.190210519645 & -1.05936452082\\ 
10494.3 & 3.193402903 & 3.37262773016 & 0.111231287189 & -0.926267116778\\ 
10887.7 & 3.241297387 & 3.49764746512 & -0.00586589465361 & -0.808333893611\\ 
11340.3 & 3.293362555 & 3.59776984236 & -0.16399524357 & -0.714585590576\\ 
11862.5 & 3.353531559 & 3.67363713606 & -0.358447324943 & -0.647845618011\\ 
12456.6 & 3.424718337 & 3.7313253413 & -0.574056405439 & -0.605372785521\\ 
13138.2 & 3.509605705 & 3.780048697 & -0.799824232395 & -0.579894668995\\ 
13903.0 & 3.609807769 & 3.82838041938 & -1.01539486164 & -0.565607327573\\ 
14763.7 & 3.723537762 & 3.87916347029 & -1.21857482855 & -0.557559910837\\ 
15701.6 & 3.847634344 & 3.93408897283 & -1.3974302657 & -0.553133257419\\ 
16731.4 & 3.976991545 & 3.98927618051 & -1.56269768187 & -0.550556484798\\ 
17847.4 & 4.107888025 & 4.04282700526 & -1.71470168577 & -0.549032161805\\ 
19064.7 & 4.236033147 & 4.09044982035 & -1.86372396355 & -0.548083633648\\ 
20384.7 & 4.361916619 & 4.13337330964 & -2.00564394301 & -0.54749212351\\ 
21829.7 & 4.490520309 & 4.17597059247 & -2.13344105171 & -0.547120587245\\ 
23387.8 & 4.619302076 & 4.21713625238 & -2.24581489587 & -0.546884508681\\ 
25080.2 & 4.744292983 & 4.25236607329 & -2.3530814893 & -0.546725194672\\ 
26903.2 & 4.866228247 & 4.28321740145 & -2.45047976461 & -0.546617931695\\ 
28880.3 & 4.985067033 & 4.30909213655 & -2.54012938691 & -0.546543372764\\ 
31003.8 & 5.100370545 & 4.33049870019 & -2.61956211733 & -0.546491378275\\ 
