4855.6 & -0.2503 & -3.38147654231 & -1.82276918567 & -3.33078241075\\ 
4856.04 & -0.2255 & -3.38018854415 & -1.79813819921 & -3.33097578841\\ 
4856.54 & -0.2008 & -3.37872522796 & -1.7736302684 & -3.33116607332\\ 
4857.09 & -0.1762 & -3.37711595467 & -1.74924153856 & -3.3313539892\\ 
4857.72 & -0.1516 & -3.37527308487 & -1.72488352893 & -3.33154021914\\ 
4858.42 & -0.1271 & -3.37322603785 & -1.70065238029 & -3.33172461158\\ 
4859.2 & -0.1027 & -3.37094576201 & -1.67655191728 & -3.33190738497\\ 
4860.08 & -0.0784 & -3.36837404721 & -1.65258979972 & -3.33208853005\\ 
4861.07 & -0.0541 & -3.36548200438 & -1.62866983676 & -3.33226902576\\ 
4862.17 & -0.0298 & -3.36227002551 & -1.60479199177 & -3.33244920533\\ 
4863.41 & -0.0056 & -3.35865101403 & -1.58106773529 & -3.33262794498\\ 
4864.8 & 0.0185 & -3.3545964334 & -1.55750084459 & -3.33280528732\\ 
4866.36 & 0.0427 & -3.35004874763 & -1.53389891658 & -3.33298276665\\ 
4868.11 & 0.0668 & -3.34495066705 & -1.51046952736 & -3.33315846105\\ 
4870.07 & 0.0908 & -3.33924518789 & -1.48722022572 & -3.33333208525\\ 
4872.26 & 0.1149 & -3.33287563922 & -1.46395852899 & -3.333505115\\ 
4874.72 & 0.139 & -3.32572765201 & -1.440799569 & -3.33367593284\\ 
4877.47 & 0.1631 & -3.31774557589 & -1.41775076985 & -3.33384414358\\ 
4880.56 & 0.1873 & -3.30878738427 & -1.39473095931 & -3.3340096431\\ 
4884.01 & 0.2115 & -3.29879894336 & -1.37184742197 & -3.33417100619\\ 
4887.88 & 0.2358 & -3.28761133281 & -1.34902261179 & -3.33432783334\\ 
4892.2 & 0.2602 & -3.27514378442 & -1.32626741513 & -3.33447934801\\ 
4897.04 & 0.2847 & -3.26120168844 & -1.30360780107 & -3.33462387658\\ 
4902.46 & 0.3094 & -3.24562157755 & -1.28096571981 & -3.33476091932\\ 
4908.51 & 0.3342 & -3.22827120216 & -1.25845909643 & -3.33488810141\\ 
4915.28 & 0.3593 & -3.20890671117 & -1.23592073032 & -3.33500525677\\ 
4922.84 & 0.3846 & -3.18734560207 & -1.21347547029 & -3.33510948227\\ 
4931.28 & 0.4102 & -3.16335296089 & -1.19105528759 & -3.33519951546\\ 
4940.7 & 0.4361 & -3.13667140153 & -1.16869536852 & -3.3352727787\\ 
4951.2 & 0.4624 & -3.10705065723 & -1.14633023723 & -3.33532777581\\ 
4962.91 & 0.4892 & -3.07416454853 & -1.12390484897 & -3.3353623512\\ 
4975.95 & 0.5164 & -3.03772574537 & -1.10155942017 & -3.33537231693\\ 
4990.46 & 0.5441 & -2.99740340066 & -1.07924045672 & -3.33535525734\\ 
5006.59 & 0.5724 & -2.95285395932 & -1.05689676164 & -3.33530852898\\ 
5024.5 & 0.6014 & -2.90372402192 & -1.03447916333 & -3.33522922699\\ 
5044.37 & 0.6311 & -2.8496264263 & -1.01204385702 & -3.33511272968\\ 
5066.4 & 0.6616 & -2.79014496347 & -0.98955195505 & -3.33495490453\\ 
5090.77 & 0.6929 & -2.72494625356 & -0.967054572748 & -3.33475055525\\ 
5117.7 & 0.7251 & -2.65362212951 & -0.94451421254 & -3.33449408805\\ 
5147.43 & 0.7584 & -2.57575055179 & -0.921796825678 & -3.33417958038\\ 
5180.18 & 0.7928 & -2.49100534981 & -0.898957082831 & -3.3337975328\\ 
5216.2 & 0.8284 & -2.39902984228 & -0.875955707302 & -3.3333362497\\ 
5255.75 & 0.8655 & -2.29949569939 & -0.852551704971 & -3.33278222104\\ 
5299.09 & 0.9043 & -2.19213318184 & -0.82859837585 & -3.33211478136\\ 
5346.48 & 0.945 & -2.07673458166 & -0.803942930697 & -3.3313045084\\ 
5398.2 & 0.9881 & -1.95310973627 & -0.77813279154 & -3.3303132233\\ 
5454.51 & 1.034 & -1.82118581992 & -0.750801748744 & -3.32908524392\\ 
5515.68 & 1.0834 & -1.68093607387 & -0.721279854448 & -3.32754733889\\ 
5581.98 & 1.1369 & -1.53240511169 & -0.688989855182 & -3.32559663039\\ 
5653.66 & 1.1954 & -1.37575182612 & -0.653040858466 & -3.32310379729\\ 
5730.97 & 1.2594 & -1.21120037563 & -0.612935048473 & -3.31989021244\\ 
5814.15 & 1.3296 & -1.03905793728 & -0.567964802325 & -3.31573665937\\ 
5903.42 & 1.4063 & -0.859727920419 & -0.517810303193 & -3.31035928642\\ 
5998.98 & 1.4896 & -0.673699198556 & -0.462340494744 & -3.30340444827\\ 
6101.03 & 1.5795 & -0.481497296785 & -0.401519790348 & -3.29444413816\\ 
6209.76 & 1.6755 & -0.283696329204 & -0.335805922878 & -3.28293245596\\ 
6325.32 & 1.7771 & -0.080961161501 & -0.265642763986 & -3.26823243748\\ 
6447.86 & 1.8835 & 0.126038116812 & -0.19177288323 & -3.24956944074\\ 
6577.52 & 1.9942 & 0.336616555772 & -0.114635571595 & -3.22612867965\\ 
6714.42 & 2.1084 & 0.55006781071 & -0.0349656183878 & -3.19700341369\\ 
6858.68 & 2.2253 & 0.765704890034 & 0.0465004008596 & -3.16127286405\\ 
7010.39 & 2.3444 & 0.982822631265 & 0.129330622532 & -3.11820394017\\ 
7169.66 & 2.4649 & 1.20077681327 & 0.212784072424 & -3.06713187539\\ 
7336.58 & 2.5863 & 1.41892969105 & 0.296419795482 & -3.00776956078\\ 
7511.23 & 2.7083 & 1.63666990921 & 0.379993278538 & -2.94028705187\\ 
7693.7 & 2.8302 & 1.85343766948 & 0.462849500519 & -2.86495728111\\ 
7884.09 & 2.9517 & 2.06872274707 & 0.54472345485 & -2.78253909669\\ 
8082.48 & 3.0724 & 2.28202789481 & 0.625243883336 & -2.69394369439\\ 
8288.96 & 3.1921 & 2.49290316125 & 0.704226328331 & -2.60031747765\\ 
8503.65 & 3.3105 & 2.70095762634 & 0.781366143188 & -2.50271257072\\ 
8726.63 & 3.4273 & 2.90578583677 & 0.856349951071 & -2.40214443323\\ 
8958.02 & 3.5422 & 3.10704005935 & 0.928836354646 & -2.29947852977\\ 
9197.96 & 3.6551 & 3.30440258427 & 0.998659927544 & -2.19561873231\\ 
9446.55 & 3.7657 & 3.49752454708 & 1.06543211821 & -2.09120813474\\ 
9703.94 & 3.8738 & 3.68609522698 & 1.12882311569 & -1.9868330894\\ 
9971.29 & 3.9791 & 3.87044224952 & 1.18816900878 & -1.88216709352\\ 
